,bib,id,name,rank,speed,split1,split2,split3,split4,split5,start,start_rev,status,uci,split1_rank,split1_vs_best,split1_vs_winner,split2_rank,split2_vs_best,split2_vs_winner,split2_sector,split2_sector_rank,split2_sector_vs_best,split2_sector_vs_winner,split3_rank,split3_vs_best,split3_vs_winner,split3_sector,split3_sector_rank,split3_sector_vs_best,split3_sector_vs_winner,split4_rank,split4_vs_best,split4_vs_winner,split4_sector,split4_sector_rank,split4_sector_vs_best,split4_sector_vs_winner,split5_rank,split5_vs_best,split5_vs_winner,split5_sector,split5_sector_rank,split5_sector_vs_best,split5_sector_vs_winner,speed_ms,speed_ms_vs_best,speed_rank
20,11,1011,PIERRON Amaury,21,47.52,20.807,54.254,82.114,120.823,145.72,59,6,Finished,10008827283,5.0,0.19399999999999906,-0.0030000000000001137,4.0,1.3939999999999984,1.3939999999999984,33.447,4.0,1.3970000000000056,1.3970000000000056,3.0,1.3290000000000077,1.3290000000000077,27.860000000000007,3.0,0.10900000000000887,-0.06499999999999062,13.0,4.3089999999999975,4.3089999999999975,38.70899999999999,45.0,3.402000000000001,2.9799999999999898,21.0,6.526999999999987,6.526999999999987,24.897000000000006,55.0,2.999999999999986,2.2179999999999893,13.200000000000001,0.5777777777777775,14.0
21,18,1018,BRAYTON Adam,22,48.38,20.89,56.154,85.568,123.703,146.018,53,12,Finished,10005386110,8.0,0.277000000000001,0.08000000000000185,26.0,3.294000000000004,3.294000000000004,35.264,36.0,3.2140000000000057,3.2140000000000057,25.0,4.783000000000001,4.783000000000001,29.413999999999994,25.0,1.6629999999999967,1.4889999999999972,30.0,7.189000000000007,7.189000000000007,38.135000000000005,32.0,2.828000000000017,2.406000000000006,22.0,6.824999999999989,6.824999999999989,22.314999999999998,3.0,0.41799999999997794,-0.36400000000001853,13.43888888888889,0.3388888888888886,5.0
22,8,1008,WALLACE Mark,23,47.25,21.69,56.767,85.752,122.957,146.045,51,14,Finished,10008172636,36.0,1.0770000000000017,0.8800000000000026,34.0,3.9070000000000036,3.9070000000000036,35.077,32.0,3.027000000000001,3.027000000000001,31.0,4.966999999999999,4.966999999999999,28.984999999999992,19.0,1.2339999999999947,1.0599999999999952,22.0,6.442999999999998,6.442999999999998,37.205,21.0,1.8980000000000103,1.475999999999999,23.0,6.851999999999975,6.851999999999975,23.087999999999994,19.0,1.190999999999974,0.4089999999999776,13.125,0.6527777777777786,18.0
23,31,1031,COULANGES Benoit,24,46.2,21.305,55.929,85.62,123.502,146.684,41,24,Finished,10008194359,19.0,0.6920000000000002,0.495000000000001,21.0,3.0690000000000026,3.0690000000000026,34.624,23.0,2.574000000000005,2.574000000000005,29.0,4.835000000000008,4.835000000000008,29.691000000000003,35.0,1.9400000000000048,1.7660000000000053,27.0,6.9879999999999995,6.9879999999999995,37.88199999999999,26.0,2.575000000000003,2.1529999999999916,24.0,7.4909999999999854,7.4909999999999854,23.182000000000002,21.0,1.2849999999999824,0.5029999999999859,12.833333333333334,0.9444444444444446,36.0
24,78,1078,CARBALLO GONZALEZ Edgar,25,45.9,21.138,55.863,85.605,123.662,146.989,20,45,Finished,10004684878,13.0,0.5250000000000021,0.32800000000000296,19.0,3.003,3.003,34.724999999999994,24.0,2.674999999999997,2.674999999999997,27.0,4.820000000000007,4.820000000000007,29.742000000000004,37.0,1.9910000000000068,1.8170000000000073,29.0,7.14800000000001,7.14800000000001,38.057,30.0,2.750000000000014,2.328000000000003,25.0,7.795999999999992,7.795999999999992,23.326999999999998,28.0,1.4299999999999784,0.6479999999999819,12.75,1.0277777777777786,40.0
25,35,1035,FAIRCLOUGH Brendan,26,46.0,21.881,55.817,85.607,123.64,146.998,29,36,Finished,10003642635,45.0,1.2680000000000007,1.0710000000000015,18.0,2.9570000000000007,2.9570000000000007,33.936,11.0,1.8860000000000028,1.8860000000000028,28.0,4.822000000000003,4.822000000000003,29.79,38.0,2.0390000000000015,1.865000000000002,28.0,7.126000000000005,7.126000000000005,38.033,29.0,2.7260000000000133,2.304000000000002,26.0,7.804999999999978,7.804999999999978,23.35799999999999,29.0,1.46099999999997,0.6789999999999736,12.777777777777779,1.0,39.0
26,22,1022,FEARON Connor,27,47.72,21.285,55.663,85.374,123.501,147.027,38,27,Finished,10007656314,17.0,0.6720000000000006,0.4750000000000014,16.0,2.8029999999999973,2.8029999999999973,34.378,19.0,2.328000000000003,2.328000000000003,19.0,4.588999999999999,4.588999999999999,29.711,36.0,1.9600000000000009,1.7860000000000014,26.0,6.987000000000009,6.987000000000009,38.12700000000001,31.0,2.8200000000000216,2.3980000000000103,27.0,7.833999999999975,7.833999999999975,23.525999999999982,33.0,1.6289999999999623,0.8469999999999658,13.255555555555556,0.5222222222222221,11.0
27,37,1037,FIGARET Faustin,28,45.23,21.556,56.481,85.512,122.96,147.247,33,32,Finished,10007327221,30.0,0.9430000000000014,0.7460000000000022,29.0,3.621000000000002,3.621000000000002,34.925,28.0,2.875,2.875,23.0,4.727000000000004,4.727000000000004,29.031,20.0,1.2800000000000011,1.1060000000000016,23.0,6.445999999999998,6.445999999999998,37.44799999999999,23.0,2.1410000000000053,1.718999999999994,28.0,8.054000000000002,8.054000000000002,24.28700000000002,48.0,2.3900000000000006,1.608000000000004,12.563888888888888,1.2138888888888903,46.0
28,40,1040,MASTERS Edward,29,48.38,20.82,55.592,84.455,122.961,147.737,45,20,Finished,10005560003,7.0,0.20700000000000074,0.010000000000001563,15.0,2.7319999999999993,2.7319999999999993,34.772,25.0,2.7220000000000013,2.7220000000000013,15.0,3.6700000000000017,3.6700000000000017,28.863,15.0,1.1120000000000019,0.9380000000000024,24.0,6.447000000000003,6.447000000000003,38.506,37.0,3.1990000000000123,2.777000000000001,29.0,8.543999999999983,8.543999999999983,24.775999999999996,54.0,2.8789999999999765,2.09699999999998,13.43888888888889,0.3388888888888886,5.0
29,79,1079,MANSON Magnus,30,46.86,21.599,56.913,86.941,124.225,147.829,23,42,Finished,10009819313,33.0,0.9860000000000007,0.7890000000000015,36.0,4.052999999999997,4.052999999999997,35.31399999999999,37.0,3.263999999999996,3.263999999999996,37.0,6.156000000000006,6.156000000000006,30.028000000000006,42.0,2.277000000000008,2.1030000000000086,33.0,7.7109999999999985,7.7109999999999985,37.28399999999999,22.0,1.9770000000000039,1.5549999999999926,30.0,8.635999999999996,8.635999999999996,23.604000000000013,35.0,1.7069999999999936,0.9249999999999972,13.016666666666667,0.7611111111111111,24.0
30,14,1014,ZABJEK Jure,31,46.22,21.124,56.06,85.728,124.222,147.893,50,15,Finished,10008164855,12.0,0.5109999999999992,0.31400000000000006,24.0,3.200000000000003,3.200000000000003,34.93600000000001,30.0,2.88600000000001,2.88600000000001,30.0,4.942999999999998,4.942999999999998,29.667999999999992,33.0,1.9169999999999945,1.742999999999995,32.0,7.707999999999998,7.707999999999998,38.494,36.0,3.187000000000012,2.7650000000000006,31.0,8.699999999999989,8.699999999999989,23.671000000000006,38.0,1.7739999999999867,0.9919999999999902,12.838888888888889,0.93888888888889,35.0
31,88,1088,DICKERSON Bryn,32,47.69,21.549,57.344,86.595,124.777,147.959,32,33,Finished,10006949022,29.0,0.9359999999999999,0.7390000000000008,41.0,4.484000000000002,4.484000000000002,35.795,46.0,3.7450000000000045,3.7450000000000045,35.0,5.810000000000002,5.810000000000002,29.250999999999998,23.0,1.5,1.3260000000000005,34.0,8.263000000000005,8.263000000000005,38.182,33.0,2.875000000000014,2.453000000000003,32.0,8.765999999999991,8.765999999999991,23.182000000000002,21.0,1.2849999999999824,0.5029999999999859,13.247222222222222,0.5305555555555568,12.0
32,91,1091,FREW Jackson,33,46.07,21.353,55.879,85.18,123.045,148.122,26,39,Finished,10009895802,21.0,0.740000000000002,0.5430000000000028,20.0,3.0189999999999984,3.0189999999999984,34.525999999999996,21.0,2.475999999999999,2.475999999999999,18.0,4.39500000000001,4.39500000000001,29.30100000000001,24.0,1.5500000000000114,1.3760000000000119,25.0,6.531000000000006,6.531000000000006,37.864999999999995,25.0,2.558000000000007,2.1359999999999957,33.0,8.929000000000002,8.929000000000002,25.077000000000012,56.0,3.1799999999999926,2.397999999999996,12.797222222222222,0.9805555555555561,38.0
33,84,1084,VAUH Miran,34,47.25,22.341,56.929,86.925,125.498,148.203,10,55,Finished,10004274549,57.0,1.7280000000000015,1.5310000000000024,37.0,4.069000000000003,4.069000000000003,34.588,22.0,2.538000000000004,2.538000000000004,36.0,6.140000000000001,6.140000000000001,29.995999999999995,41.0,2.2449999999999974,2.070999999999998,38.0,8.984000000000009,8.984000000000009,38.57300000000001,41.0,3.2660000000000196,2.8440000000000083,34.0,9.009999999999991,9.009999999999991,22.705,12.0,0.8079999999999785,0.025999999999982037,13.125,0.6527777777777786,18.0
34,38,1038,REVELLI Loris,35,44.08,21.837,56.082,85.535,124.221,148.391,21,44,Finished,10009443942,43.0,1.2240000000000002,1.027000000000001,25.0,3.2220000000000013,3.2220000000000013,34.245000000000005,16.0,2.1950000000000074,2.1950000000000074,24.0,4.75,4.75,29.452999999999996,26.0,1.7019999999999982,1.5279999999999987,31.0,7.707000000000008,7.707000000000008,38.68600000000001,44.0,3.379000000000019,2.957000000000008,35.0,9.197999999999979,9.197999999999979,24.169999999999987,44.0,2.2729999999999677,1.4909999999999712,12.244444444444445,1.5333333333333332,52.0
35,96,1096,SEAGRAVE Kaos,36,44.81,21.506,56.626,86.275,124.785,148.522,18,47,Finished,10011013928,26.0,0.8930000000000007,0.6960000000000015,31.0,3.7659999999999982,3.7659999999999982,35.12,33.0,3.0700000000000003,3.0700000000000003,34.0,5.490000000000009,5.490000000000009,29.649000000000008,32.0,1.8980000000000103,1.7240000000000109,35.0,8.271,8.271,38.50999999999999,38.0,3.203000000000003,2.7809999999999917,36.0,9.32899999999998,9.32899999999998,23.736999999999995,41.0,1.839999999999975,1.0579999999999785,12.447222222222223,1.3305555555555557,49.0
36,56,1056,NIEDERBERGER Noel,37,46.65,21.882,57.42,87.498,125.262,148.753,22,43,Finished,10007568913,46.0,1.269000000000002,1.0720000000000027,44.0,4.560000000000002,4.560000000000002,35.538,42.0,3.4879999999999995,3.4879999999999995,40.0,6.713000000000008,6.713000000000008,30.078000000000003,44.0,2.3270000000000053,2.153000000000006,36.0,8.748000000000005,8.748000000000005,37.763999999999996,24.0,2.457000000000008,2.0349999999999966,37.0,9.559999999999974,9.559999999999974,23.490999999999985,31.0,1.5939999999999657,0.8119999999999692,12.958333333333334,0.8194444444444446,28.0
37,26,1026,HATTON Charlie,38,47.25,21.984,56.913,86.979,125.302,149.011,27,38,Finished,10009897014,49.0,1.3710000000000022,1.174000000000003,36.0,4.052999999999997,4.052999999999997,34.928999999999995,29.0,2.878999999999998,2.878999999999998,38.0,6.194000000000003,6.194000000000003,30.066000000000003,43.0,2.315000000000005,2.1410000000000053,37.0,8.788000000000011,8.788000000000011,38.32300000000001,35.0,3.0160000000000196,2.5940000000000083,38.0,9.817999999999984,9.817999999999984,23.70899999999999,40.0,1.8119999999999692,1.0299999999999727,13.125,0.6527777777777786,18.0
38,30,1030,VERNON Taylor,39,45.38,22.191,57.244,87.178,125.805,149.022,9,56,Finished,10008728667,53.0,1.5779999999999994,1.3810000000000002,39.0,4.384,4.384,35.053,31.0,3.003,3.003,39.0,6.393000000000001,6.393000000000001,29.933999999999997,40.0,2.183,2.0090000000000003,40.0,9.291000000000011,9.291000000000011,38.62700000000001,43.0,3.3200000000000216,2.8980000000000103,39.0,9.82899999999998,9.82899999999998,23.216999999999985,23.0,1.3199999999999648,0.5379999999999683,12.605555555555556,1.1722222222222225,45.0
39,110,1110,DIPASQUALE Charly,40,44.59,22.058,58.092,87.647,125.575,149.999,19,46,Finished,10060004382,51.0,1.4450000000000003,1.248000000000001,49.0,5.231999999999999,5.231999999999999,36.034,48.0,3.9840000000000018,3.9840000000000018,41.0,6.862000000000009,6.862000000000009,29.555000000000007,29.0,1.8040000000000092,1.6300000000000097,39.0,9.061000000000007,9.061000000000007,37.928,28.0,2.6210000000000093,2.198999999999998,40.0,10.805999999999983,10.805999999999983,24.423999999999992,50.0,2.5269999999999726,1.7449999999999761,12.386111111111113,1.3916666666666657,50.0
40,94,1094,GANNICOTT George,41,46.78,21.694,57.384,88.587,126.887,150.088,7,58,Finished,10008169101,37.0,1.0809999999999995,0.8840000000000003,43.0,4.524000000000001,4.524000000000001,35.69,45.0,3.6400000000000006,3.6400000000000006,47.0,7.802000000000007,7.802000000000007,31.203000000000003,54.0,3.4520000000000053,3.278000000000006,44.0,10.373000000000005,10.373000000000005,38.3,34.0,2.993000000000009,2.570999999999998,41.0,10.894999999999982,10.894999999999982,23.200999999999993,22.0,1.3039999999999736,0.5219999999999771,12.994444444444445,0.7833333333333332,26.0
41,83,1083,RUFFIN Thibaut,42,46.13,21.403,56.652,87.691,126.838,150.13,25,40,Finished,10003396293,23.0,0.7899999999999991,0.593,32.0,3.7920000000000016,3.7920000000000016,35.249,35.0,3.199000000000005,3.199000000000005,42.0,6.906000000000006,6.906000000000006,31.039,51.0,3.288000000000004,3.1140000000000043,43.0,10.323999999999998,10.323999999999998,39.14699999999999,48.0,3.8400000000000034,3.417999999999992,42.0,10.936999999999983,10.936999999999983,23.292,25.0,1.3949999999999818,0.6129999999999853,12.81388888888889,0.9638888888888886,37.0
42,86,1086,LALY Thibault,43,47.3,22.069,57.649,87.989,126.57,150.225,17,48,Finished,10009533464,52.0,1.4559999999999995,1.2590000000000003,46.0,4.7890000000000015,4.7890000000000015,35.58,43.0,3.530000000000001,3.530000000000001,44.0,7.204000000000008,7.204000000000008,30.340000000000003,47.0,2.5890000000000057,2.4150000000000063,41.0,10.055999999999997,10.055999999999997,38.58099999999999,42.0,3.274000000000001,2.8519999999999897,43.0,11.031999999999982,11.031999999999982,23.655,37.0,1.7579999999999814,0.9759999999999849,13.13888888888889,0.6388888888888893,17.0
43,67,1067,MASTERS Wyn,44,48.48,21.979,58.712,88.83,127.34,150.264,5,60,Finished,10004406107,48.0,1.3659999999999997,1.1690000000000005,55.0,5.852000000000004,5.852000000000004,36.733000000000004,53.0,4.683000000000007,4.683000000000007,50.0,8.045000000000002,8.045000000000002,30.117999999999995,45.0,2.3669999999999973,2.192999999999998,45.0,10.826000000000008,10.826000000000008,38.510000000000005,39.0,3.203000000000017,2.781000000000006,44.0,11.070999999999998,11.070999999999998,22.924000000000007,17.0,1.0269999999999868,0.24499999999999034,13.466666666666667,0.3111111111111118,4.0
