,bib,id,name,rank,speed,split1,split2,split3,split4,split5,start,start_rev,status,uci,split1_rank,split1_vs_best,split1_vs_winner,split2_rank,split2_vs_best,split2_vs_winner,split2_sector,split2_sector_rank,split2_sector_vs_best,split2_sector_vs_winner,split3_rank,split3_vs_best,split3_vs_winner,split3_sector,split3_sector_rank,split3_sector_vs_best,split3_sector_vs_winner,split4_rank,split4_vs_best,split4_vs_winner,split4_sector,split4_sector_rank,split4_sector_vs_best,split4_sector_vs_winner,split5_rank,split5_vs_best,split5_vs_winner,split5_sector,split5_sector_rank,split5_sector_vs_best,split5_sector_vs_winner,speed_ms,speed_ms_vs_best,speed_rank
44,51,1051,TRUMMER David,45,45.09,22.244,57.84,88.11,126.644,150.884,31,34,Finished,10007713403,56.0,1.6310000000000002,1.434000000000001,48.0,4.980000000000004,4.980000000000004,35.596000000000004,44.0,3.5460000000000065,3.5460000000000065,46.0,7.325000000000003,7.325000000000003,30.269999999999996,46.0,2.5189999999999984,2.344999999999999,42.0,10.13000000000001,10.13000000000001,38.534000000000006,40.0,3.227000000000018,2.805000000000007,45.0,11.690999999999974,11.690999999999974,24.23999999999998,46.0,2.342999999999961,1.5609999999999644,12.525000000000002,1.2527777777777764,47.0
45,100,1100,VON KLEBELSBERG Johannes,46,46.99,21.872,58.167,87.753,127.822,151.043,24,41,Finished,10008169505,44.0,1.2590000000000003,1.0620000000000012,50.0,5.307000000000002,5.307000000000002,36.295,51.0,4.2450000000000045,4.2450000000000045,43.0,6.9680000000000035,6.9680000000000035,29.586,30.0,1.8350000000000009,1.6610000000000014,48.0,11.308000000000007,11.308000000000007,40.069,56.0,4.762000000000015,4.340000000000003,46.0,11.849999999999994,11.849999999999994,23.221000000000004,24.0,1.3239999999999839,0.5419999999999874,13.052777777777779,0.7249999999999996,22.0
46,121,1121,FITZGERALD Henry,47,4.02,22.655,58.83,89.646,127.535,151.163,6,59,Finished,10009831033,59.0,2.0420000000000016,1.8450000000000024,58.0,5.969999999999999,5.969999999999999,36.175,50.0,4.125,4.125,53.0,8.861000000000004,8.861000000000004,30.816000000000003,49.0,3.065000000000005,2.8910000000000053,47.0,11.021,11.021,37.888999999999996,27.0,2.582000000000008,2.1599999999999966,47.0,11.969999999999999,11.969999999999999,23.628000000000014,36.0,1.7309999999999945,0.9489999999999981,1.1166666666666667,12.661111111111111,55.0
47,61,1061,GUTIERREZ VILLEGAS Rafael,48,45.71,21.834,58.762,88.66,127.479,151.658,13,52,Finished,10007692787,42.0,1.221,1.024000000000001,57.0,5.902000000000001,5.902000000000001,36.928,55.0,4.878,4.878,48.0,7.875,7.875,29.897999999999996,39.0,2.1469999999999985,1.972999999999999,46.0,10.965000000000003,10.965000000000003,38.819,46.0,3.5120000000000147,3.0900000000000034,48.0,12.464999999999975,12.464999999999975,24.178999999999988,45.0,2.281999999999968,1.4999999999999716,12.697222222222223,1.0805555555555557,42.0
48,122,1122,MARRY Kevin,49,47.41,21.821,57.698,88.812,128.033,151.723,28,37,Finished,10009896711,40.0,1.208000000000002,1.0110000000000028,47.0,4.838000000000001,4.838000000000001,35.876999999999995,47.0,3.826999999999998,3.826999999999998,49.0,8.027000000000001,8.027000000000001,31.113999999999997,53.0,3.3629999999999995,3.189,50.0,11.518999999999991,11.518999999999991,39.22099999999999,50.0,3.9140000000000015,3.4919999999999902,49.0,12.530000000000001,12.530000000000001,23.690000000000026,39.0,1.7930000000000064,1.01100000000001,13.169444444444444,0.6083333333333343,16.0
49,15,1015,PIERRON Baptiste,50,20.19,22.049,57.274,88.055,127.952,152.373,48,17,Finished,10008586504,50.0,1.436,1.2390000000000008,40.0,4.4140000000000015,4.4140000000000015,35.225,34.0,3.1750000000000043,3.1750000000000043,45.0,7.27000000000001,7.27000000000001,30.781000000000006,48.0,3.0300000000000082,2.8560000000000088,49.0,11.438000000000002,11.438000000000002,39.89699999999999,54.0,4.590000000000003,4.167999999999992,50.0,13.179999999999978,13.179999999999978,24.420999999999992,49.0,2.5239999999999725,1.741999999999976,5.608333333333334,8.169444444444444,54.0
50,107,1107,VIEIRA Douglas,51,47.13,21.571,58.32,90.16,129.873,152.985,11,54,Finished,10010126679,32.0,0.958000000000002,0.7610000000000028,51.0,5.460000000000001,5.460000000000001,36.748999999999995,54.0,4.698999999999998,4.698999999999998,55.0,9.375,9.375,31.839999999999996,55.0,4.088999999999999,3.914999999999999,54.0,13.358999999999995,13.358999999999995,39.712999999999994,53.0,4.406000000000006,3.9839999999999947,51.0,13.792000000000002,13.792000000000002,23.112000000000023,20.0,1.2150000000000034,0.43300000000000693,13.091666666666669,0.68611111111111,20.0
51,111,1111,COCKBURN Luke,52,46.41,22.201,58.715,89.801,128.964,153.209,16,49,Finished,10015618293,55.0,1.588000000000001,1.3910000000000018,56.0,5.855000000000004,5.855000000000004,36.514,52.0,4.464000000000006,4.464000000000006,54.0,9.016000000000005,9.016000000000005,31.086,52.0,3.335000000000001,3.1610000000000014,52.0,12.450000000000003,12.450000000000003,39.163,49.0,3.8560000000000088,3.4339999999999975,52.0,14.015999999999991,14.015999999999991,24.245000000000005,47.0,2.3479999999999848,1.5659999999999883,12.891666666666666,0.8861111111111128,33.0
52,119,1119,VESTAVIK Brage Evensen,53,45.44,22.844,59.823,89.503,128.513,153.219,1,64,Finished,10049183933,61.0,2.2310000000000016,2.0340000000000025,60.0,6.963000000000001,6.963000000000001,36.979,56.0,4.929000000000002,4.929000000000002,52.0,8.718000000000004,8.718000000000004,29.68,34.0,1.929000000000002,1.7550000000000026,51.0,11.99900000000001,11.99900000000001,39.010000000000005,47.0,3.703000000000017,3.281000000000006,53.0,14.025999999999982,14.025999999999982,24.70599999999999,53.0,2.808999999999969,2.0269999999999726,12.622222222222222,1.1555555555555568,44.0
53,68,1068,COUGOUREUX Sylvain,54,45.52,22.823,58.349,89.22,129.453,153.908,2,63,Finished,10011080717,60.0,2.210000000000001,2.0130000000000017,52.0,5.488999999999997,5.488999999999997,35.525999999999996,41.0,3.475999999999999,3.475999999999999,51.0,8.435000000000002,8.435000000000002,30.871000000000002,50.0,3.1200000000000045,2.946000000000005,53.0,12.939000000000007,12.939000000000007,40.233000000000004,57.0,4.926000000000016,4.504000000000005,54.0,14.714999999999975,14.714999999999975,24.454999999999984,51.0,2.5579999999999643,1.7759999999999678,12.644444444444446,1.1333333333333329,43.0
54,73,1073,WALKER Matthew,55,48.27,22.196,59.315,91.394,131.095,154.078,8,57,Finished,10005838875,54.0,1.583000000000002,1.3860000000000028,59.0,6.454999999999998,6.454999999999998,37.119,58.0,5.069000000000003,5.069000000000003,56.0,10.609000000000009,10.609000000000009,32.07900000000001,56.0,4.32800000000001,4.154000000000011,56.0,14.581000000000003,14.581000000000003,39.70099999999999,52.0,4.3940000000000055,3.971999999999994,55.0,14.884999999999991,14.884999999999991,22.983000000000004,18.0,1.0859999999999843,0.30399999999998784,13.408333333333335,0.3694444444444436,6.0
55,62,1062,ILES Finnley,56,45.9,21.34,55.205,84.014,130.919,155.472,36,29,Finished,10076111537,20.0,0.7270000000000003,0.5300000000000011,12.0,2.344999999999999,2.344999999999999,33.864999999999995,10.0,1.8149999999999977,1.8149999999999977,12.0,3.228999999999999,3.228999999999999,28.808999999999997,14.0,1.0579999999999998,0.8840000000000003,55.0,14.405000000000015,14.405000000000015,46.905000000000015,58.0,11.598000000000027,11.176000000000016,56.0,16.278999999999996,16.278999999999996,24.552999999999997,52.0,2.6559999999999775,1.873999999999981,12.75,1.0277777777777786,40.0
56,77,1077,JAUCH Jasper,57,48.21,22.536,58.573,96.667,136.689,160.055,12,53,Finished,10007455745,58.0,1.9230000000000018,1.7260000000000026,53.0,5.713000000000001,5.713000000000001,36.037,49.0,3.987000000000002,3.987000000000002,59.0,15.882000000000005,15.882000000000005,38.094,59.0,10.343000000000004,10.169000000000004,57.0,20.174999999999997,20.174999999999997,40.02199999999999,55.0,4.715000000000003,4.292999999999992,57.0,20.861999999999995,20.861999999999995,23.366000000000014,30.0,1.468999999999994,0.6869999999999976,13.391666666666667,0.38611111111111107,7.0
57,70,1070,COLOMBO Francesco,58,46.59,21.563,56.967,100.135,139.423,163.414,14,51,Finished,10008073010,31.0,0.9499999999999993,0.7530000000000001,38.0,4.106999999999999,4.106999999999999,35.403999999999996,38.0,3.353999999999999,3.353999999999999,60.0,19.35000000000001,19.35000000000001,43.168000000000006,60.0,15.417000000000009,15.24300000000001,58.0,22.909000000000006,22.909000000000006,39.288,51.0,3.9810000000000088,3.5589999999999975,58.0,24.220999999999975,24.220999999999975,23.990999999999985,43.0,2.0939999999999657,1.3119999999999692,12.941666666666668,0.8361111111111104,29.0
58,72,1072,WEBER Lutz,59,46.37,21.527,58.627,91.607,140.329,168.483,15,50,Finished,10006816959,27.0,0.9140000000000015,0.7170000000000023,54.0,5.767000000000003,5.767000000000003,37.1,57.0,5.050000000000004,5.050000000000004,57.0,10.822000000000003,10.822000000000003,32.98,57.0,5.228999999999999,5.055,59.0,23.815000000000012,23.815000000000012,48.72200000000001,59.0,13.41500000000002,12.99300000000001,59.0,29.289999999999992,29.289999999999992,28.153999999999996,59.0,6.256999999999977,5.47499999999998,12.880555555555555,0.8972222222222239,34.0
59,116,1116,SUAREZ ALONSO Angel,60,46.99,21.978,57.445,94.66,155.377,186.814,35,30,Finished,10008831529,47.0,1.365000000000002,1.1680000000000028,45.0,4.585000000000001,4.585000000000001,35.467,40.0,3.4170000000000016,3.4170000000000016,58.0,13.875,13.875,37.214999999999996,58.0,9.463999999999999,9.29,60.0,38.863000000000014,38.863000000000014,60.71700000000001,61.0,25.410000000000025,24.988000000000014,60.0,47.62099999999998,47.62099999999998,31.436999999999983,60.0,9.539999999999964,8.757999999999967,13.052777777777779,0.7249999999999996,22.0
60,93,1093,NEWELL Jake,61,45.84,25.362,78.888,131.615,189.441,216.725,3,62,Finished,10007488582,62.0,4.748999999999999,4.552,61.0,26.028000000000006,26.028000000000006,53.52600000000001,59.0,21.476000000000013,21.476000000000013,61.0,50.83000000000001,50.83000000000001,52.727000000000004,61.0,24.976000000000006,24.802000000000007,61.0,72.927,72.927,57.82599999999999,60.0,22.519000000000005,22.096999999999994,61.0,77.53199999999998,77.53199999999998,27.283999999999992,57.0,5.386999999999972,4.604999999999976,12.733333333333334,1.0444444444444443,41.0
61,151,1151,CIRIEGO Maxime,62,44.89,21.775,57.355,133.93,198.471,226.392,4,61,Finished,10009447073,38.0,1.161999999999999,0.9649999999999999,42.0,4.494999999999997,4.494999999999997,35.58,43.0,3.530000000000001,3.530000000000001,62.0,53.14500000000001,53.14500000000001,76.57500000000002,62.0,48.82400000000002,48.65000000000002,62.0,81.95700000000001,81.95700000000001,64.541,62.0,29.23400000000001,28.811999999999998,62.0,87.19899999999998,87.19899999999998,27.920999999999992,58.0,6.0239999999999725,5.241999999999976,12.469444444444445,1.3083333333333336,48.0
62,24,1024,MACDONALD Brook,63,,,,,,,46,19,DNF,10006429969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,4,1004,BRUNI Loic,64,,,,,,,47,18,DNS,10007544358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
