uci,speed
10007414016,61.443
10003434487,59.639
10017602955,61.899
10003732258,64.078
10007423312,63.082
10015887065,58.951
10004167243,58.278
10010007855,60.435
10009563069,59.549
10007687838,58.171
10006825649,57.684
10073484352,53.568
10006044292,54.135
10059628813,57.600
10008589635,55.249
