uci,speed
10003434487,51.360
10004535237,51.636
10003732258,51.019
10017602955,50.537
10004167243,50.240
10010802043,49.231
10006044292,50.185
10007423312,47.486
10006911535,47.950
10007709763,50.883
10009563069,47.515
10007687838,47.900
10016567984,47.446
10052523258,45.961
10015887065,49.147
