,bib_2,id_2,name_2,rank_2,speed_2,split1_2,split2_2,split3_2,split4_2,split5_2,start_2,start_rev_2,status_2,uci,split1_rank_2,split1_vs_best_2,split1_vs_winner_2,split2_rank_2,split2_vs_best_2,split2_vs_winner_2,split2_sector_2,split2_sector_rank_2,split2_sector_vs_best_2,split2_sector_vs_winner_2,split3_rank_2,split3_vs_best_2,split3_vs_winner_2,split3_sector_2,split3_sector_rank_2,split3_sector_vs_best_2,split3_sector_vs_winner_2,split4_rank_2,split4_vs_best_2,split4_vs_winner_2,split4_sector_2,split4_sector_rank_2,split4_sector_vs_best_2,split4_sector_vs_winner_2,split5_rank_2,split5_vs_best_2,split5_vs_winner_2,split5_sector_2,split5_sector_rank_2,split5_sector_vs_best_2,split5_sector_vs_winner_2,speed_ms_2,speed_ms_vs_best_2,speed_rank_2,points_2,BirthDate_2,CategoryCode_2,FamilyName_2,GivenName_2,Id_2,Nation_2,Outfit_2,PrintName_2,RaceId_2,RaceNr_2,ScoreboardName_2,StartOrder_2,StartTime_2,UciCode_2,UciRank_2,UciRiderId_2,UciTeamCode_2,UciTeamId_2,UciTeamName_2,WorldCupRank_2,Age_2,bib_3,id_3,name_3,q_rank_2,q_speed_2,q_split1_2,q_split2_2,q_split3_2,q_split4_2,q_split5_2,q_start_2,q_start_rev_2,q_status_2,q_points_2,r_points_2,rank_3,speed_3,split1_3,split2_3,split3_3,split4_3,split5_3,start_3,start_rev_3,status_3,points_3,qr_diff_2,q_split1_rank_2,q_split1_vs_best_2,q_split1_vs_winner_2,q_split2_rank_2,q_split2_vs_best_2,q_split2_vs_winner_2,q_split2_sector_2,q_split2_sector_rank_2,q_split2_sector_vs_best_2,q_split2_sector_vs_winner_2,q_split3_rank_2,q_split3_vs_best_2,q_split3_vs_winner_2,q_split3_sector_2,q_split3_sector_rank_2,q_split3_sector_vs_best_2,q_split3_sector_vs_winner_2,q_split4_rank_2,q_split4_vs_best_2,q_split4_vs_winner_2,q_split4_sector_2,q_split4_sector_rank_2,q_split4_sector_vs_best_2,q_split4_sector_vs_winner_2,q_split5_rank_2,q_split5_vs_best_2,q_split5_vs_winner_2,q_split5_sector_2,q_split5_sector_rank_2,q_split5_sector_vs_best_2,q_split5_sector_vs_winner_2,split1_rank_3,split1_vs_best_3,split1_vs_winner_3,split2_rank_3,split2_vs_best_3,split2_vs_winner_3,split2_sector_3,split2_sector_rank_3,split2_sector_vs_best_3,split2_sector_vs_winner_3,split3_rank_3,split3_vs_best_3,split3_vs_winner_3,split3_sector_3,split3_sector_rank_3,split3_sector_vs_best_3,split3_sector_vs_winner_3,split4_rank_3,split4_vs_best_3,split4_vs_winner_3,split4_sector_3,split4_sector_rank_3,split4_sector_vs_best_3,split4_sector_vs_winner_3,split5_rank_3,split5_vs_best_3,split5_vs_winner_3,split5_sector_3,split5_sector_rank_3,split5_sector_vs_best_3,split5_sector_vs_winner_3,speed_ms_3,speed_ms_vs_best_3,speed_rank_3,q_speed_rank_2,BirthDate_3,CategoryCode_3,FamilyName_3,GivenName_3,Id_3,Nation_3,Outfit_3,PrintName_3,RaceId_3,RaceNr_3,ScoreboardName_3,StartOrder_3,StartTime_3,UciCode_3,UciRank_3,UciRiderId_3,UciTeamCode_3,UciTeamId_3,UciTeamName_3,WorldCupRank_3,Age_3,bib,id,name,q_rank_3,q_split1_3,q_split2_3,q_split3_3,q_split4_3,q_split5_3,q_start_3,q_start_rev_3,q_status_3,q_points_3,r_points_3,rank,split1,split2,split3,split4,split5,start,start_rev,status,points,qr_diff_3,q_split1_rank_3,q_split1_vs_best_3,q_split1_vs_winner_3,q_split2_rank_3,q_split2_vs_best_3,q_split2_vs_winner_3,q_split2_sector_3,q_split2_sector_rank_3,q_split2_sector_vs_best_3,q_split2_sector_vs_winner_3,q_split3_rank_3,q_split3_vs_best_3,q_split3_vs_winner_3,q_split3_sector_3,q_split3_sector_rank_3,q_split3_sector_vs_best_3,q_split3_sector_vs_winner_3,q_split4_rank_3,q_split4_vs_best_3,q_split4_vs_winner_3,q_split4_sector_3,q_split4_sector_rank_3,q_split4_sector_vs_best_3,q_split4_sector_vs_winner_3,q_split5_rank_3,q_split5_vs_best_3,q_split5_vs_winner_3,q_split5_sector_3,q_split5_sector_rank_3,q_split5_sector_vs_best_3,q_split5_sector_vs_winner_3,split1_rank,split1_vs_best,split1_vs_winner,split2_rank,split2_vs_best,split2_vs_winner,split2_sector,split2_sector_rank,split2_sector_vs_best,split2_sector_vs_winner,split3_rank,split3_vs_best,split3_vs_winner,split3_sector,split3_sector_rank,split3_sector_vs_best,split3_sector_vs_winner,split4_rank,split4_vs_best,split4_vs_winner,split4_sector,split4_sector_rank,split4_sector_vs_best,split4_sector_vs_winner,split5_rank,split5_vs_best,split5_vs_winner,split5_sector,split5_sector_rank,split5_sector_vs_best,split5_sector_vs_winner,speed,q_speed_3,speed_ms,speed_ms_vs_best,speed_rank,q_speed_rank_3,BirthDate,CategoryCode,FamilyName,GivenName,Id,Nation,Outfit,PrintName,RaceId,RaceNr,ScoreboardName,StartOrder,StartTime,UciCode,UciRank,UciRiderId,UciTeamCode,UciTeamId,UciTeamName,WorldCupRank,Age
0,1,1001,GWIN Aaron,1,46.93,20.81,52.86,80.785,116.514,139.19299999999998,63,2,Finished,10006516663,6.0,0.1969999999999992,0.0,1.0,0.0,0.0,32.05,1.0,0.0,0.0,1.0,0.0,0.0,27.925,5.0,0.1739999999999995,0.0,1.0,0.0,0.0,35.729,3.0,0.4220000000000113,0.0,1.0,0.0,0.0,22.679000000000013,11.0,0.7819999999999965,0.0,13.036111111111113,0.0,17.0,200.0,1987-12-24T00:00:00,ME,GWIN,Aaron,101001,USA,NCh,GWIN Aaron,0,1,GWIN A,63,55620000,USA19871224,1,10006516663,YTM,1531,THE YT MOB,1,30,1,1001,GWIN Aaron,17,50.98,59.23,188.135,214.84099999999998,253.44299999999998,282.737,1,132,Finished,8.0,41.0,20.0,56.78,60.058,190.78900000000002,217.343,253.83700000000002,280.822,52.0,9.0,Finished,49.0,-1.9150000000000205,1.0,0.0,-1.8540000000000063,5.0,2.7390000000000043,-1.8569999999999995,128.905,7.0,4.318000000000012,-0.0029999999999859033,6.0,4.484000000000009,-1.4039999999999964,26.706000000000014,48.0,1.7450000000000043,0.453000000000003,12.0,6.414000000000017,0.8880000000000052,38.602,77.0,3.3939999999999766,2.2920000000000016,17.0,8.955000000000041,3.4630000000000223,29.29400000000001,113.0,3.6049999999999898,2.575000000000017,3.0,0.9159999999999968,-0.5439999999999969,25.0,5.287999999999983,5.287999999999983,130.731,34.0,5.831999999999994,5.831999999999994,24.0,6.045999999999991,6.045999999999991,26.554,27.0,0.7580000000000098,0.7580000000000098,22.0,6.557999999999992,6.557999999999992,36.494,11.0,0.9729999999999848,0.5120000000000005,20.0,6.3700000000000045,6.3700000000000045,26.98500000000001,17.0,1.0270000000000152,-0.18799999999998815,15.772222222222226,1.2944444444444425,17.0,48.0,1987-12-24T00:00:00,ME,GWIN,Aaron,1196990205528066,USA,WCL,GWIN Aaron,0,1,GWIN A,1,50400000,USA19871224,1,10006516663,YTM,1531,THE YT MOB,1,30,1,1001,GWIN Aaron,13,48.361000000000004,85.469,124.54700000000001,169.081,200.424,1,158,Finished,12.0,160.0,2.0,45.525,80.46600000000001,118.35700000000001,161.112,191.49900000000002,52.0,11.0,Finished,172.0,-8.925000000000011,41.0,2.3429999999999964,1.2199999999999989,22.0,2.5039999999999907,1.5959999999999894,37.108000000000004,16.0,0.968999999999994,0.37599999999999056,12.0,2.6970000000000027,1.7009999999999934,39.078,8.0,0.605000000000004,0.10500000000000398,13.0,4.030000000000001,3.098999999999989,44.53399999999999,20.0,1.781000000000006,1.397999999999996,13.0,4.534000000000019,3.896000000000015,31.343000000000014,20.0,0.90300000000002,0.7970000000000255,3.0,0.26899999999999835,0.26899999999999835,1.0,0.0,-0.2780000000000058,34.940999999999995,1.0,0.0,-0.5470000000000041,1.0,0.0,-0.0589999999999975,37.89100000000001,5.0,0.6800000000000068,0.2190000000000083,2.0,0.1949999999999932,0.1949999999999932,42.755,4.0,0.29699999999999704,0.2539999999999907,2.0,0.5079999999999814,0.5079999999999814,30.386999999999997,9.0,0.3590000000000089,0.3129999999999882,58.566,57.715,16.268333333333334,0.3766666666666652,3.0,4.0,1987-12-24T00:00:00,ME,GWIN,Aaron,1197024565271553,USA,WCL,GWIN Aaron,0,1,GWIN A,1,50400000,USA19871224,1,10006516663,YTM,1531,THE YT MOB,1,30
1,13,1013,SHAW Luca,2,48.92,20.613000000000003,54.162,82.787,118.094,139.991,60,5,Finished,10008813442,1.0,0.0,-0.1969999999999992,3.0,1.3019999999999996,1.3019999999999996,33.549,6.0,1.4990000000000023,1.4990000000000023,6.0,2.002000000000009,2.002000000000009,28.62500000000001,11.0,0.8740000000000094,0.70000000000001,3.0,1.5799999999999983,1.5799999999999983,35.30699999999999,1.0,0.0,-0.4220000000000113,2.0,0.7980000000000018,0.7980000000000018,21.89700000000002,1.0,0.0,-0.7819999999999965,13.58888888888889,0.0,1.0,160.0,1996-12-25T00:00:00,ME,SHAW,Luca,101013,USA,,SHAW Luca,0,13,SHAW L,60,54990000,USA19961225,17,10008813442,SCB,1307,SANTA CRUZ SYNDICATE,13,21,2,1002,SHAW Luca,1,58.24,60.013999999999996,186.512,212.27700000000002,247.485,273.782,2,131,Finished,50.0,2.0,59.0,32.27,59.141999999999996,198.497,230.95,283.025,330.07,60.0,1.0,Finished,52.0,56.28800000000001,2.0,0.7840000000000059,-1.0700000000000005,2.0,1.116000000000014,-3.4799999999999898,126.498,3.0,1.9110000000000011,-2.4099999999999966,2.0,1.9199999999999875,-3.9680000000000177,25.764999999999986,9.0,0.8039999999999736,-0.488000000000028,2.0,0.4560000000000173,-5.069999999999993,35.208000000000034,1.0,0.0,-1.1019999999999754,1.0,0.0,-5.492000000000019,26.296999999999965,10.0,0.6079999999999472,-0.4220000000000255,1.0,0.0,-1.4599999999999935,54.0,12.99600000000001,12.99600000000001,139.35500000000002,56.0,14.456000000000017,14.456000000000017,56.0,19.652999999999988,19.652999999999988,32.45299999999997,57.0,6.656999999999982,6.656999999999982,58.0,35.745999999999974,35.745999999999974,52.07499999999999,60.0,16.553999999999974,16.09299999999999,59.0,55.618,55.618,47.045000000000016,60.0,21.087000000000018,19.87200000000001,8.96388888888889,8.102777777777776,49.0,7.0,1996-12-25T00:00:00,ME,SHAW,Luca,1196990205528067,USA,,SHAW Luca,0,2,SHAW L,2,50430000,USA19961225,10,10008813442,SCB,1307,SANTA CRUZ SYNDICATE,2,21,6,1006,SHAW Luca,1,47.31100000000001,83.825,122.29799999999999,165.051,195.89,6,153,Finished,50.0,19.0,42.0,45.61600000000001,81.166,118.37700000000001,168.99599999999998,200.863,62.0,1.0,Finished,69.0,4.973000000000012,12.0,1.2929999999999993,0.1700000000000017,8.0,0.8599999999999994,-0.04800000000000182,36.514,4.0,0.375,-0.21800000000000352,4.0,0.4480000000000075,-0.5480000000000018,38.473,1.0,0.0,-0.5,1.0,0.0,-0.9310000000000116,42.75299999999999,1.0,0.0,-0.3830000000000098,1.0,0.0,-0.6380000000000052,30.839000000000002,6.0,0.3990000000000009,0.2930000000000064,5.0,0.35999999999999943,0.35999999999999943,4.0,0.7000000000000028,0.42199999999999693,35.55,7.0,0.6090000000000018,0.06199999999999761,2.0,0.019999999999996017,-0.03900000000000148,37.211,1.0,0.0,-0.4609999999999985,42.0,8.079000000000008,8.079000000000008,50.61900000000002,59.0,8.161000000000017,8.11800000000001,42.0,9.871999999999987,9.871999999999987,31.86699999999999,43.0,1.8389999999999984,1.792999999999978,57.428,58.344,15.952222222222225,0.6927777777777759,11.0,1.0,1996-12-25T00:00:00,ME,SHAW,Luca,1197024565271558,USA,,SHAW Luca,0,6,SHAW L,6,50550000,USA19961225,10,10008813442,SCB,1307,SANTA CRUZ SYNDICATE,6,21
2,16,1016,LUCAS Dean,3,47.95,20.68,53.964,81.87,117.83,140.328,64,1,Finished,10008103322,2.0,0.06700000000000017,-0.129999999999999,2.0,1.1039999999999992,1.1039999999999992,33.284,3.0,1.2340000000000018,1.2340000000000018,2.0,1.085000000000008,1.085000000000008,27.90600000000001,4.0,0.15500000000000824,-0.018999999999991246,2.0,1.3160000000000025,1.3160000000000025,35.959999999999994,6.0,0.6530000000000058,0.2309999999999945,3.0,1.134999999999991,1.134999999999991,22.498000000000005,8.0,0.6009999999999849,-0.1810000000000116,13.319444444444445,0.26944444444444393,6.0,140.0,1995-05-02T00:00:00,ME,LUCAS,Dean,101016,AUS,,LUCAS Dean,0,16,LUCAS D,64,55830000,AUS19950502,21,10008103322,IFR,2029,INTENSE FACTORY RACING,16,23,3,1003,LUCAS Dean,124,,,,,,,3,130,DNS,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-05-02T00:00:00,ME,LUCAS,Dean,1196990205528068,AUS,,LUCAS Dean,0,3,LUCAS D,3,50460000,AUS19950502,11,10008103322,IFR,2029,INTENSE FACTORY RACING,3,23,8,1008,LUCAS Dean,41,48.042,85.962,126.775,171.797,204.02700000000002,8,151,Finished,,35.0,26.0,47.016000000000005,83.199,121.988,166.03599999999997,198.235,48.0,15.0,Finished,35.0,-5.791999999999972,29.0,2.024000000000001,0.9010000000000034,32.0,2.997,2.088999999999998,37.92,45.0,1.7809999999999988,1.1879999999999953,47.0,4.925000000000012,3.9290000000000016,40.813,68.0,2.3400000000000034,1.8400000000000036,35.0,6.746000000000008,5.814999999999998,45.02199999999999,30.0,2.269000000000005,1.885999999999996,41.0,8.137,7.498999999999995,32.22999999999999,67.0,1.789999999999992,1.6839999999999975,29.0,1.759999999999998,1.759999999999998,23.0,2.733000000000004,2.4549999999999983,36.183,21.0,1.2420000000000044,0.6950000000000003,21.0,3.631,3.5720000000000027,38.789,25.0,1.5780000000000032,1.1170000000000044,19.0,5.119,5.119,44.048,26.0,1.5900000000000034,1.5469999999999968,26.0,7.244,7.244,32.19900000000001,50.0,2.1710000000000207,2.125,57.08600000000001,55.172,15.857222222222227,0.7877777777777748,15.0,27.0,1995-05-02T00:00:00,ME,LUCAS,Dean,1197024565271560,AUS,,LUCAS Dean,0,8,LUCAS D,8,50610000,AUS19950502,11,10008103322,IFR,2029,INTENSE FACTORY RACING,8,23
3,19,1019,BLENKINSOP Samuel,4,48.0,21.224,54.699,82.891,118.749,141.107,61,4,Finished,10004485929,16.0,0.6110000000000007,0.4140000000000015,6.0,1.8389999999999984,1.8389999999999984,33.474999999999994,5.0,1.4249999999999972,1.4249999999999972,7.0,2.1060000000000088,2.1060000000000088,28.19200000000001,7.0,0.4410000000000096,0.2670000000000101,4.0,2.2349999999999994,2.2349999999999994,35.85799999999999,4.0,0.5510000000000019,0.12899999999999068,4.0,1.9139999999999875,1.9139999999999875,22.358000000000004,5.0,0.4609999999999843,-0.32100000000001216,13.333333333333336,0.2555555555555564,4.0,125.0,1988-10-28T00:00:00,ME,BLENKINSOP,Samuel,101019,NZL,CCh,BLENKINSOP Samuel,0,19,BLENKINSOP S,61,55200000,NZL19881028,10,10004485929,NFR,2013,NORCO FACTORY RACING,19,29,4,1004,BLENKINSOP Samuel,6,59.24,61.778999999999996,190.82299999999998,216.68200000000002,252.882,278.77,4,129,Finished,20.0,80.0,9.0,58.94,61.452,189.187,215.38099999999997,251.41,277.72,56.0,5.0,Finished,100.0,-1.0499999999999543,15.0,2.5490000000000066,0.6950000000000003,10.0,5.427000000000022,0.8310000000000173,129.04399999999998,9.0,4.457000000000021,0.1360000000000241,10.0,6.324999999999988,0.4369999999999834,25.85899999999998,10.0,0.8979999999999677,-0.3940000000000339,8.0,5.853000000000009,0.3269999999999982,36.200000000000024,4.0,0.9919999999999902,-0.10999999999998522,6.0,4.988,-0.5040000000000191,25.887999999999977,2.0,0.19899999999995546,-0.8310000000000173,27.0,2.309999999999995,0.8500000000000014,14.0,3.6860000000000066,3.6860000000000066,127.735,12.0,2.8360000000000127,2.8360000000000127,14.0,4.084000000000003,4.084000000000003,26.193999999999992,18.0,0.3979999999999961,0.3979999999999961,11.0,4.131,4.131,36.029,6.0,0.5079999999999814,0.04699999999999704,9.0,3.2680000000000287,3.2680000000000287,26.310000000000034,5.0,0.3520000000000323,-0.8629999999999711,16.372222222222227,0.6944444444444429,3.0,3.0,1988-10-28T00:00:00,ME,BLENKINSOP,Samuel,1196990205528069,NZL,CCh,BLENKINSOP Samuel,0,4,BLENKINSOP S,4,50490000,NZL19881028,8,10004485929,NFR,2013,NORCO FACTORY RACING,4,29,5,1005,BLENKINSOP Samuel,15,48.919,86.3,125.913,169.854,200.892,5,154,Finished,10.0,45.0,16.0,46.746,83.6,121.882,166.016,196.571,51.0,12.0,Finished,55.0,-4.320999999999998,61.0,2.900999999999996,1.7779999999999987,43.0,3.3349999999999937,2.4269999999999925,37.381,23.0,1.241999999999997,0.6489999999999938,36.0,4.0630000000000015,3.0669999999999935,39.613,20.0,1.1400000000000006,0.6400000000000006,17.0,4.803000000000027,3.8720000000000137,43.94100000000002,9.0,1.1880000000000308,0.805000000000021,15.0,5.0020000000000095,4.364000000000004,31.037999999999986,8.0,0.5979999999999848,0.4919999999999902,22.0,1.490000000000002,1.490000000000002,28.0,3.1340000000000003,2.8559999999999945,36.85399999999999,34.0,1.9129999999999967,1.3659999999999926,20.0,3.5250000000000057,3.466000000000008,38.28200000000001,13.0,1.0710000000000122,0.6100000000000136,18.0,5.0989999999999895,5.0989999999999895,44.13399999999999,27.0,1.6759999999999875,1.6329999999999814,16.0,5.579999999999983,5.579999999999983,30.55500000000001,12.0,0.5270000000000152,0.4809999999999946,58.32899999999999,57.889,16.2025,0.44249999999999895,4.0,2.0,1988-10-28T00:00:00,ME,BLENKINSOP,Samuel,1197024565271557,NZL,CCh,BLENKINSOP Samuel,0,5,BLENKINSOP S,5,50520000,NZL19881028,7,10004485929,NFR,2013,NORCO FACTORY RACING,5,29
4,34,1034,NORTON Dakotah,5,47.01,20.904,54.898,83.17200000000001,119.061,141.821,43,22,Finished,10010038167,9.0,0.2910000000000004,0.0940000000000012,9.0,2.0380000000000043,2.0380000000000043,33.994,12.0,1.9440000000000024,1.9440000000000024,9.0,2.3870000000000005,2.3870000000000005,28.273999999999994,8.0,0.5229999999999961,0.34899999999999665,5.0,2.5470000000000117,2.5470000000000117,35.88900000000001,5.0,0.5820000000000219,0.1600000000000108,5.0,2.627999999999986,2.627999999999986,22.75999999999999,14.0,0.8629999999999711,0.08099999999997465,13.058333333333335,0.5305555555555568,16.0,110.0,1992-04-30T00:00:00,ME,NORTON,Dakotah,101034,USA,,NORTON Dakotah,0,34,NORTON D,43,51660000,USA19920430,34,10010038167,UDR,1961,UNIOR/DEVINCI FACTORY RACING,34,26,5,1005,NORTON Dakotah,8,58.87,61.56399999999999,191.429,216.90900000000002,253.40599999999998,279.095,5,128,Finished,17.0,30.0,31.0,59.83,62.555,192.958,219.14,256.54,283.057,55.0,6.0,Finished,47.0,3.9619999999999886,12.0,2.334000000000003,0.4799999999999969,14.0,6.033000000000016,1.4370000000000118,129.865,13.0,5.27800000000002,0.9570000000000219,12.0,6.5519999999999925,0.6639999999999873,25.47999999999999,7.0,0.518999999999977,-0.7730000000000246,11.0,6.3770000000000095,0.8509999999999991,36.497000000000014,9.0,1.2889999999999873,0.18700000000001185,8.0,5.313000000000045,-0.17899999999997362,25.689000000000018,1.0,0.0,-1.0299999999999727,47.0,3.4129999999999967,1.9530000000000032,34.0,7.456999999999994,7.456999999999994,130.403,30.0,5.503999999999992,5.503999999999992,33.0,7.842999999999988,7.842999999999988,26.18199999999999,16.0,0.3859999999999957,0.3859999999999957,33.0,9.261000000000024,9.261000000000024,37.400000000000034,35.0,1.879000000000019,1.4180000000000348,31.0,8.605000000000018,8.605000000000018,26.517,10.0,0.5589999999999975,-0.6560000000000059,16.619444444444444,0.4472222222222229,2.0,5.0,1992-04-30T00:00:00,ME,NORTON,Dakotah,1196990205528070,USA,,NORTON Dakotah,0,5,NORTON D,5,50520000,USA19920430,19,10010038167,UDR,1961,UNIOR/DEVINCI FACTORY RACING,5,26,9,1009,NORTON Dakotah,57,47.522,84.618,124.462,172.226,205.765,9,150,Finished,,95.0,6.0,46.419,82.387,119.848,163.14600000000002,193.385,47.0,16.0,Finished,95.0,-12.379999999999995,17.0,1.5039999999999978,0.3810000000000002,14.0,1.6529999999999916,0.7449999999999903,37.096,14.0,0.9569999999999936,0.3639999999999901,11.0,2.6120000000000094,1.6159999999999997,39.84400000000001,33.0,1.371000000000009,0.8710000000000093,39.0,7.175000000000012,6.244,47.764,105.0,5.01100000000001,4.628,57.0,9.875,9.236999999999997,33.53899999999999,113.0,3.098999999999989,2.9929999999999954,14.0,1.1629999999999967,1.1629999999999967,13.0,1.9210000000000065,1.643000000000001,35.968,12.0,1.027000000000008,0.4800000000000039,7.0,1.4909999999999997,1.4320000000000022,37.461,2.0,0.25,-0.21099999999999847,6.0,2.228999999999985,2.228999999999985,43.29799999999999,12.0,0.8399999999999892,0.7969999999999828,6.0,2.393999999999977,2.393999999999977,30.239000000000004,6.0,0.21100000000001276,0.16499999999999204,58.971,52.953,16.380833333333335,0.26416666666666444,2.0,66.0,1992-04-30T00:00:00,ME,NORTON,Dakotah,1197024565271561,USA,,NORTON Dakotah,0,9,NORTON D,9,50640000,USA19920430,17,10010038167,UDR,1961,UNIOR/DEVINCI FACTORY RACING,9,26
5,9,1009,GREENLAND Laurie,7,46.89,21.151999999999997,54.778999999999996,83.42,119.61399999999999,142.191,58,7,Finished,10009404738,14.0,0.5390000000000015,0.3420000000000023,8.0,1.9190000000000043,1.9190000000000043,33.626999999999995,8.0,1.5770000000000053,1.5770000000000053,10.0,2.6350000000000047,2.6350000000000047,28.641,12.0,0.8900000000000006,0.7160000000000011,8.0,3.1000000000000085,3.1000000000000085,36.194,8.0,0.8870000000000147,0.4650000000000034,7.0,2.9979999999999905,2.9979999999999905,22.577,10.0,0.6799999999999784,-0.10200000000001808,13.025,0.56388888888889,18.0,90.0,1997-02-18T00:00:00,ME,GREENLAND,Laurie,101009,GBR,,GREENLAND Laurie,0,9,GREENLAND L,58,54570000,GBR19970218,13,10009404738,MSM,1009,MS MONDRAKER TEAM,9,21,7,1007,GREENLAND Laurie,20,59.17,62.191,193.72400000000002,219.692,256.467,283.3,6,127,Finished,5.0,45.0,16.0,54.7,60.674,188.69,214.955,251.82,279.657,50.0,11.0,Finished,50.0,-3.6430000000000287,21.0,2.9610000000000056,1.106999999999999,21.0,8.328000000000003,3.7319999999999993,131.533,25.0,6.945999999999998,2.625,19.0,9.335000000000008,3.4470000000000027,25.968000000000014,11.0,1.007000000000005,-0.2849999999999966,18.0,9.437999999999988,3.9119999999999777,36.77499999999998,19.0,1.5669999999999504,0.464999999999975,20.0,9.518000000000027,4.0260000000000105,26.833000000000034,40.0,1.1440000000000057,0.11400000000003276,10.0,1.5319999999999965,0.07200000000000273,11.0,3.1889999999999934,3.1889999999999934,128.016,16.0,3.1169999999999902,3.1169999999999902,12.0,3.658000000000016,3.658000000000016,26.26500000000001,21.0,0.4690000000000225,0.4690000000000225,15.0,4.540999999999997,4.540999999999997,36.864999999999974,16.0,1.3439999999999657,0.8829999999999814,16.0,5.204999999999983,5.204999999999983,27.83699999999999,50.0,1.878999999999991,0.6639999999999873,15.194444444444445,1.87222222222222,37.0,4.0,1997-02-18T00:00:00,ME,GREENLAND,Laurie,1196990205528071,GBR,,GREENLAND Laurie,0,7,GREENLAND L,6,50550000,GBR19970218,12,10009404738,MSM,1009,MS MONDRAKER TEAM,7,21,10,1010,GREENLAND Laurie,6,46.532,83.007,122.78,166.467,197.595,10,149,Finished,20.0,140.0,3.0,45.648999999999994,81.097,119.363,161.821,192.146,57.0,6.0,Finished,160.0,-5.449000000000012,5.0,0.5139999999999958,-0.6090000000000018,2.0,0.042000000000001585,-0.8659999999999997,36.47500000000001,2.0,0.3360000000000056,-0.2569999999999979,6.0,0.9300000000000068,-0.0660000000000025,39.773,30.0,1.2999999999999972,0.7999999999999972,5.0,1.4160000000000252,0.4850000000000136,43.68700000000001,5.0,0.934000000000026,0.5510000000000161,6.0,1.7050000000000125,1.0670000000000073,31.127999999999986,11.0,0.6879999999999882,0.5819999999999936,6.0,0.3930000000000007,0.3930000000000007,3.0,0.6310000000000002,0.35299999999999443,35.44799999999999,4.0,0.5069999999999979,-0.04000000000000625,5.0,1.0060000000000002,0.9470000000000028,38.26600000000001,12.0,1.0550000000000068,0.5940000000000083,3.0,0.9039999999999964,0.9039999999999964,42.458,1.0,0.0,-0.043000000000006366,3.0,1.1549999999999727,1.1549999999999727,30.324999999999992,8.0,0.29699999999999704,0.25099999999997635,57.75899999999999,55.398,16.044166666666666,0.600833333333334,9.0,26.0,1997-02-18T00:00:00,ME,GREENLAND,Laurie,1197024565271562,GBR,,GREENLAND Laurie,0,10,GREENLAND L,10,50670000,GBR19970218,12,10009404738,MSM,1009,MS MONDRAKER TEAM,10,21
